Product Name,Price,Image URL,Link
"MSI NB SWORD 17 HX B14VGKG-246XTR Dizüstü Bilgisayar, Core I9-14900HX, 17.0 FHD+ 165Hz, 32GB RAM, RTX4070 GDDR6 8GB, 1TB SSD, DOS",11.30328 TL,https://m.media-amazon.com/images/I/71YFGFrnHsL._AC_UL320_.jpg,https://www.amazon.com.tr/MSI-SWORD-17-HX-B14VGKG-246XTR/dp/B0BSLJV4X5/ref=sr_1_74?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-74
Lenovo Ideapad 1 Amd Ryzen™ 5 5625U 16 GB 256 GB Ssd Freedos 14 Inç 82R30096TX-16256,40.84905 TL,https://m.media-amazon.com/images/I/613jWC-j5yL._AC_UL320_.jpg,https://www.amazon.com.tr/Lenovo-Ideapad-RyzenTM-Freedos-82R30096TX-16256/dp/B0DTTXMQXP/ref=sr_1_75?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-75
"Acer Nitro 5 AN515-58-70VR NH.QM0EY.00B i7-12650H 8GB 1TB SSD RTX 4060 15,6'' IPS Gaming (Oyuncu) Notebook",31.34905 TL,https://m.media-amazon.com/images/I/410Sw0De-sL._AC_UL320_.jpg,https://www.amazon.com.tr/Acer-AN515-58-70VR-NH-QM0EY-00B-i7-12650H-Notebook/dp/B0D8LG2254/ref=sr_1_76?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-76
"Acer Nitro V15 ANV15-51-57XV Intel Core I5 13420H 16GB 512GB SSD RTX4050 Freedos 15.6"" Fhd Taşınabilir Bilgisayar NH.QNBEY.004",69.64565 TL,https://m.media-amazon.com/images/I/61irSwbYfcL._AC_UL320_.jpg,https://www.amazon.com.tr/ANV15-51-57XV-RTX4050-Ta%C5%9F%C4%B1nabilir-Bilgisayar-NH-QNBEY-004/dp/B0DJ142852/ref=sr_1_77?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-77
"MSI KATANA A15 AI B8VG-434XTR Dizüstü Bilgisayar, Ryzen 9-8945HS, 15.6 FHD 144Hz, 32GB RAM, RTX4070 GDDR6 8GB, 1TB SSD, DOS",87.22300 TL,https://m.media-amazon.com/images/I/51R1Yp7NJpL._AC_UL320_.jpg,https://www.amazon.com.tr/MSI-B8VG-434XTR-Diz%C3%BCst%C3%BC-Bilgisayar-9-8945HS/dp/B0CXDV884F/ref=sr_1_78?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-78
"Asus ROG Strix G16 G614JI-N3188A12 i7-13650HX 32GB 1TBSSD RTX4070 16"" FullHD+ W11P Taşınabilir Bilgisayar",46.71245 TL,https://m.media-amazon.com/images/I/71Z6UWhbJeL._AC_UL320_.jpg,https://www.amazon.com.tr/G614JI-N3188A12-i7-13650HX-RTX4070-Diz%C3%BCst%C3%BC-Bilgisayar/dp/B0CK4H541V/ref=sr_1_79?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-79
"Apple M2 çipli 2023 model MacBook Air laptop: 15.3 inç Liquid Retina ekran, 8 GB RAM, 256 GB SSD depolama, arkadan aydınlatmalı klavye, Touch ID. iPhone ve iPad ile uyumlu; Uzay Grisi",43.74900 TL,https://m.media-amazon.com/images/I/81xW62KXNhL._AC_UL320_.jpg,https://www.amazon.com.tr/Apple-%C3%A7ipli-model-MacBook-laptop/dp/B0C76D5S8W/ref=sr_1_80?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-80
"HP Victus Gaming Dizüstü Bilgisayar 15-fa0010nt, 12. Nesil Intel® Core™ i5-12450H, 16 GB Ram, NVIDIA GeForce RTX 3050, 512 GB SSD, 15,6 inç 144 Hz IPS 9 Ms, FreeDos, Performans Mavisi, 80D32EA",27.49304 TL,https://m.media-amazon.com/images/I/51t4tyGjVzL._AC_UL320_.jpg,https://www.amazon.com.tr/Diz%C3%BCst%C3%BC-Bilgisayar-15-fa0010nt-i5-12450H-Performans/dp/B0C69ZTHNJ/ref=sr_1_81?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-81
Dell G15 5530 i7-13650HX 32GB 1TB SSD 6GB RTX4050 15.6 FHD 165Hz Ubuntu G1555301104U-32-1,28.99900 TL,https://m.media-amazon.com/images/I/515jZGNCRzL._AC_UL320_.jpg,https://www.amazon.com.tr/Dell-i7-13650HX-RTX4050-Ubuntu-G1555301104U-32-1/dp/B0DSL1C478/ref=sr_1_82?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-82
HP 250 G10 Intel Core i7 1355U 32GB 1TB M.2 SSD 8A541EA ATL34 15.6 W11 Pro Taşınabilir Bilgisayar,44.60426 TL,https://m.media-amazon.com/images/I/61HcLaLnf2L._AC_UL320_.jpg,https://www.amazon.com.tr/HP-Intel-8A541EA-Ta%C5%9F%C4%B1nabilir-Bilgisayar/dp/B0DT9RZDPF/ref=sr_1_83?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-83
"MSI KATANA 17 B12VFK-1031XTR Dizüstü Bilgisayar, Core I5-12450H, 17.3 FHD 144Hz, 16GB RAM, RTX4060 GDDR6 8GB, 512GB SSD, DOS",29.77400 TL,https://m.media-amazon.com/images/I/71A6g5zzeVL._AC_UL320_.jpg,https://www.amazon.com.tr/MSI-B12VFK-1031XTR-Diz%C3%BCst%C3%BC-Bilgisayar-I5-12450H/dp/B0CXHNDN6B/ref=sr_1_84?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-84
"MSI CYBORG 15 A13VF-895XTR Dizüstü Bilgisayar, Core I5-13420H, 15.6 FHD 144Hz, 16GB RAM, RTX4060 GDDR6 8GB, 1TB SSD, DOS",,https://m.media-amazon.com/images/I/71l4M2y8zwL._AC_UL320_.jpg,https://www.amazon.com.tr/MSI-A13VF-895XTR-Diz%C3%BCst%C3%BC-Bilgisayar-I5-13420H/dp/B0CTHXCCDL/ref=sr_1_85?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-85
MSI NB MODERN 15 B12MO-676XTR I5-1235U 16GB DDR4 UMA 512GB SSD 15.6 FHD DOS SIYAH,,https://m.media-amazon.com/images/I/718AiQQtJBL._AC_UL320_.jpg,https://www.amazon.com.tr/MSI-MODERN-B12MO-676XTR-I5-1235U-512GB/dp/B0CLNQVVNZ/ref=sr_1_86?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-86
"ASUS ROG Strix G16 - G614JV-N3242W Gaming Dizüstü Bilgisayar,16 inç, Intel Core i7 13650HX Islemci 2.6 GHz, 16 GB RAM, 512 GB SSD,16"",RTX 4060 Laptop GPU 8GB GDDR6, W11",62.99900 TL,https://m.media-amazon.com/images/I/51boq7BOEIL._AC_UL320_.jpg,https://www.amazon.com.tr/ASUS-ROG-Strix-G16-G614JV-N3242W/dp/B0D8BJFYYP/ref=sr_1_87?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-87
"Lenovo ThinkPad E14 G6 Ultra 7-155U 32-GBDDR5 1 TBSSD Intel Graphics 14"" WUXGA Windows 11 Pro Taşınabilir Bilgisayar 21M8SALR27 BT88",42.13362 TL,https://m.media-amazon.com/images/I/61ICnI0mLqL._AC_UL320_.jpg,https://www.amazon.com.tr/Lenovo-32-GBDDR5-Ta%C5%9F%C4%B1nabilir-Bilgisayar-21M8SALR27/dp/B0DNZGHSKS/ref=sr_1_88?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-88
"Lenovo IdeaPad 1 15AMN7 Dizüstü Bilgisayar, 15.6"" FHD TN 220nits, AMD Ryzen 3 7320U, 8 GB RAM, 256 GB SSD, Entegre AMD Radeon 610M Graphics, FreeDOS, 82VG008ATX",18.82383 TL,https://m.media-amazon.com/images/I/71py7cO43WL._AC_UL320_.jpg,https://www.amazon.com.tr/Lenovo-Bilgisayar-Integrated-Graphics-82VG008ATX/dp/B0CK871H2F/ref=sr_1_89?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-89
"Lenovo Yoga Pro 7 14APH8 Ryzen 7 7840HS 16GB LPDDR5X 4tb SSD 6GB/RTX4050 14.5"" 3k IPS 400NITS 120Hz Dolby Vision WIN11PRO Taşınabilir Bilgisayar L82Y8000BTXWP01 + Zettaçanta",83.03179 TL,https://m.media-amazon.com/images/I/71S57viSd0L._AC_UL320_.jpg,https://www.amazon.com.tr/Lenovo-Ta%C5%9F%C4%B1nabilir-Bilgisayar-L82Y8000BTXWP01-Zetta%C3%A7anta/dp/B0DMPJP8X3/ref=sr_1_90?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-90
"Lenovo LOQ 15IRH8 Dizüstü Oyuncu Bilgisayarı, 15.6"" FHD IPS 350nits 45% NTSC 144Hz G-SYNC, Intel Core i5-12450H, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050 6GB, FreeDOS, 82XV00HLTX",50.00058 TL,https://m.media-amazon.com/images/I/71hzTg6PcmL._AC_UL320_.jpg,https://www.amazon.com.tr/Lenovo-Diz%C3%BCst%C3%BC-Bilgisayar%C4%B1-i5-12450H-82XV00HLTX/dp/B0CK84W4S1/ref=sr_1_91?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-91
Lenovo ThinkBook 16 21KH001ETR i5-1335U 16GB 512SSD 16 FullHD+ FreeDOS Taşınabilir Bilgisayar,51.57900 TL,https://m.media-amazon.com/images/I/614ojzulDIL._AC_UL320_.jpg,https://www.amazon.com.tr/Lenovo-ThinkBook-21KH001ETR-Ta%C5%9F%C4%B1nabilir-Bilgisayar/dp/B0CRHNF7VH/ref=sr_1_92?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-92
"Gigabyte Aorus 16X 9KG-43TRC54SD i7-13650HX 16GB 1TB SSD 8GB RTX 4060 16"" WQXGA 165Hz FreeDos Gaming (Oyuncu) Notebook",24.51200 TL,https://m.media-amazon.com/images/I/611pd84iGeL._AC_UL320_.jpg,https://www.amazon.com.tr/Gigabyte-9KG-43TRC54SD-i7-13650HX-FreeDos-Notebook/dp/B0DQ5F8W58/ref=sr_1_93?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-93
HP Victus Laptop 16- S0046NT AMD Ryzen 7-784OHS 32GB RAM 1TB SSD 8GB GeForce RTX 4060 16.1 inç FHD FreeDOS Siyah 892P4EA,49.79900 TL,https://m.media-amazon.com/images/I/51MCJqFJ1oL._AC_UL320_.jpg,https://www.amazon.com.tr/HP-S0046NT-7-784OHS-GeForce-FreeDOS/dp/B0CHMGPWD5/ref=sr_1_94?dib=eyJ2IjoiMSJ9.GBFXtvqvvADT7u7V5k3jhBsxQDlHbcl6h0zoojiAGgia2JTS8T9t8Dit1cwk6secmf68bHuVKKxQa_7Xg9NHQUBwmtBPbBZ_y7Dgq9f3s9QbzWIaSFKOQCZcOtBPz9qmmIaK5QoNsjzdMSj3NRUk88sMdppPTbInv5FYu5NmN-AqKHGPn3cfEa9fm0TSD2fTRcWByaqD58v6fjNYMYtGReYeqUrsc1e73E_cWluDfSWJoUM5PAmj1BNiEXlMICHQ2ESLuSfXtQ_aHfZmGa9fFcWQ7_9drL8J5UIkwSxO-w-P24rk5xCK67oFJMnvUktAOwqCzFRCs4OZ1ztrgQOzWdtFLKItft5fbAk10YQwJ5c.cSWiclNrz2qfbj7MoReOc4WS9n8iIz5rAgxNhYIoZUA&dib_tag=se&qid=1738968001&s=computers&sr=1-94
